activity_hard_scores,activity_max_absolute_hard_gap,activity_mean_margin,activity_same,activity_strongest_margin,fold,full_prediction,geometry_hard_scores,geometry_max_absolute_hard_gap,geometry_mean_margin,geometry_same,geometry_strongest_margin,hard_candidates,identity,neuron_row,query_record,reference_record,wo_activity_prediction,wo_activity_prediction_is_hard,geometry_ambiguous_bottom_quartile,activity_beats_strongest_hard,strict_case
0.188758398602;0.684816747871;0.668616006802,0.5084540239420919,0.18314870478580714,0.6972124225443813,0.012395674673015389,4,AIBR,0.855292453748;0.788023546151;0.858627187882,0.08397481780887517,0.03801730136615866,0.8719983639599419,0.013371176077453306,RMDDR;AVER;AIBL,AIBR,122,2023-01-10-14,2023-01-23-15,AUAR,False,False,True,False
-0.114750881155;0.459789316293;-0.384130421901,1.0422064717746737,0.6711067121281056,0.6580760498741157,0.19828673358070842,4,RIVR,0.941479962905;0.771327210587;0.726798689689,0.14948132213665744,0.06307805743194461,0.8762800118256778,-0.06519995107982035,AVJR;AWAR;CEPDR,RIVR,123,2023-01-10-14,2023-01-23-15,M1,False,False,True,False
0.309623369342;-0.520535014471;0.569032494231,0.9661994796262556,0.3262908487883749,0.4456644651556914,-0.1233680290753068,4,URYVR,0.948231763688;0.836667994122;0.919696904155,0.10319522585309893,0.03833099932013484,0.9398632199749047,-0.008368543712708676,OLLR;RMER;URYDR,URYVR,128,2023-01-10-14,2023-01-23-15,OLQVR,False,False,False,False
0.351036871137;0.435282705221;0.42480326473,0.12513851232489293,0.07246776976588926,0.4761753834621284,0.04089267824084031,4,NSMR,0.963315195038;0.968029828295;0.961436913396,0.0060779904089895975,0.0032542582283013877,0.9675149038046695,-0.0005149244903362993,I2R;IL2VR;M3R,NSMR,132,2023-01-10-14,2023-01-23-15,IL2VR,True,True,True,True
0.27807684593;0.365412073415;0.351642825047,0.5210257513283651,-0.48732425937715784,-0.15561367791301392,-0.5210257513283651,4,AWBR,0.885420114911;0.838812407278;0.858187286425,0.043506828649525375,0.021512633056164354,0.8823192359271057,-0.0031008789835464956,AWAR;AVAR;AVER,AWBR,139,2023-01-10-14,2023-01-23-15,AWAR,True,False,False,False
0.656670586515;0.672623823879;0.51506594728,0.22761401846834473,0.1278931798573112,0.7426799657488193,0.07005614186999609,4,URXR,0.913203423505;0.862094431263;0.87078573382,0.046175102898874165,0.026241671299441327,0.9082695341617998,-0.004933889342837006,RID;CEPDR;URXL,URXR,140,2023-01-10-14,2023-01-23-15,RIAR,False,False,True,False
0.0824166156023;0.657498189353;0.323948602767,0.5105704213094877,0.2383659010043664,0.5929870369117476,-0.0645111524409705,4,RID,0.877380176029;0.833255569108;0.882908189455,0.04713341659100512,0.01587434083512418,0.8803889856993912,-0.0025192037559509384,URXR;CEPDR;URXL,RID,0,2023-03-07-01,2023-01-09-15,URXL,True,False,False,False
-0.619679326611;0.0725332315429;0.468963788403,1.285554988727572,0.6919364310048665,0.6658756621166019,0.1969118737133319,4,RIMR,0.904647268274;0.866430420037;0.821383703675,0.13821360761739132,0.09544351396366224,0.9595973112923887,0.05495004301825879,AUAR;AWAR;AWCR,RIMR,1,2023-03-07-01,2023-01-09-15,AQR,False,False,True,False
-0.451271688213;-0.281837326934;-0.387063560959,0.464872822059688,0.3869919925489692,0.013601133847017593,0.29543846078150027,4,ADLL,0.946612381554;0.973072413097;0.934091181782,0.02437568330785822,-0.0025619290216827295,0.9486967297894827,-0.02437568330785822,ASGL;RIVL;AWBR,ADLL,7,2023-03-07-01,2023-01-09-15,RIVL,True,False,True,False
-0.623130816858;0.286907566724;-0.173436567799,1.2563369922393117,0.8030927813593003,0.6332061753817628,0.3462986086579627,4,RIML,0.946512095516;0.936796580099;0.972133321033,0.032540952595713435,0.017523533812183745,0.9693375326950707,-0.002795788338066485,AVDL;AUAL;RICL,RIML,10,2023-03-07-01,2023-01-09-15,AIML,False,False,True,False
0.6763709118;0.652496761104;-0.490374795857,0.9119807138190308,0.14210829227926663,0.42160591796159536,-0.2547649938384687,4,RMDVR,0.956675329445;0.938568159634;0.594412980006,0.331716554913853,0.09624404522465702,0.9261295349198938,-0.03054579452543915,AVAR;AVER;RMER,RMDVR,20,2023-03-07-01,2023-01-09-15,AWAR,False,False,False,False
0.0676216758527;0.196116596454;0.352779297288,0.5750994335258849,0.43721525284716567,0.6427211093785629,0.2899418120907715,4,AVAL,0.912998727641;0.922173866958;0.862921257385,0.08032177276304708,0.04387841281995142,0.9432430301479781,0.021069163189498807,RMDVL;RIAL;AWCL,AVAL,33,2023-03-07-01,2023-01-09-15,RMDL,False,False,True,False
-0.163877087183;0.336894270242;-0.131864049498,0.44322690632393114,0.26563210795388376,0.27934981914072604,-0.05754445110140183,4,IL1DR,0.95322414649;0.957390329119;0.954726804951,0.014687927329749106,0.01279831363338646,0.9679120738199242,0.01052174470116285,URYDR;OLLR;URBR,IL1DR,42,2023-03-07-01,2023-01-09-15,OLQDR,False,True,False,False
-0.0325278495782;-0.140811103579;-0.104082164272,0.4156470078392236,0.3673096100700764,0.2748359042603742,0.30736375383862014,4,ASEL,0.972398293937;0.906398426653;0.958756822873,0.051698352916255796,0.012245598414986292,0.9580967795695081,-0.01430151436751026,AVDL;AWBL;AUAL,ASEL,50,2023-03-07-01,2023-01-09-15,AIZL,False,False,True,False
-0.278007487754;-0.245122588227;-0.0752265527045,0.46644024870896683,0.38788497051658327,0.18843276095484088,0.26365931365933065,4,I2R,0.935907383547;0.961753307784;0.976471387377,0.04162930085168126,0.019492658163036136,0.9775366843988348,0.0010652970222277958,M3R;I3;IL2VR,I2R,56,2023-03-07-01,2023-01-09-15,NSMR,False,False,True,False
0.403976044012;-0.0545222799521;-0.422266314052,0.4862456439743124,-0.05799874996503025,-0.08226959996222677,-0.4862456439743124,4,AUAL,0.971385513642;0.962972682192;0.963913518792,0.004383832069828952,0.0012659427195338413,0.9673565142615307,-0.004028999380645493,AVDL;ASEL;RIML,AUAL,57,2023-03-07-01,2023-01-09-15,RIML,True,True,False,False
0.377230699532;0.113440609611;-0.0814989729239,0.44191876852580375,-0.2010788477335393,-0.06468806899397106,-0.44191876852580375,4,I2L,0.969573710942;0.956079718153;0.944236540638,0.030213732438296503,0.01782028316562234,0.9744502730767464,0.004876562135093243,NSML;IL2DL;M3L,I2L,58,2023-03-07-01,2023-01-09-15,MCL,False,False,False,False
0.178802311818;-0.229953106805;-0.226711783327,0.6836224503314962,0.5462902029644587,0.4536693435264264,0.27486703170866655,4,RMER,0.933506612491;0.861887635928;0.896288109372,0.0861988820723556,0.05085906540352625,0.9480865180004825,0.014579905509523705,OLQVR;URBR;URYDR,RMER,59,2023-03-07-01,2023-01-09-15,RMDVR,False,False,True,False
0.00361616102523;0.199335968777;0.0533117408259,0.22736985030714807,-0.11345517173977097,-0.028033881530526026,-0.22736985030714807,4,OLQDL,0.899005694462;0.912509631008;0.935872316397,0.0550434786534616,0.0382532924931529,0.9540491731156749,0.0181768567185584,OLLL;IL1DR;OLQDR,OLQDL,60,2023-03-07-01,2023-01-09-15,RMED,False,False,False,False
0.594975288601;0.339364893732;0.459003371856,0.3069701327964202,0.1818871751325048,0.6463350265286105,0.05135973792802728,4,AVAR,0.948545571335;0.899066863393;0.911998089016,0.05566356145184115,0.03486025026327211,0.9547304248446574,0.006184853509377031,AVER;RMDVR;AWCR,AVAR,62,2023-03-07-01,2023-01-09-15,AWAR,False,False,True,False
0.0796151907851;-0.119078663027;-0.305538911965,0.6613965249622512,0.47085840773312876,0.35585761299739455,0.2762424222123274,4,AUAR,0.94759356162;0.92581713263;0.953342600358,0.03803799291761556,0.021604027344503285,0.9638551255472347,0.010512525189026456,AWAR;AWCR;RIMR,AUAR,63,2023-03-07-01,2023-01-09-15,RICR,False,False,True,False
-0.138730248289;0.457425916999;0.0201439032626,0.4312887559270999,0.17961198364706105,0.2925585076376107,-0.16486740936096478,4,URXL,0.912954609155;0.925503078854;0.934078594638,0.011601994794713577,-0.0017021610392645714,0.9224765998429668,-0.011601994794713577,RIAL;CEPDL;SMDVL,URXL,65,2023-03-07-01,2023-01-09-15,ADLL,False,True,False,False
-0.272578336359;-0.421190364418;0.498401273428,0.9847314150561901,-0.4212076658451657,-0.4863301416279826,-0.9847314150561901,4,AWCR,0.962368860272;0.957931030136;0.953068987909,0.009420441336640994,0.004699803139868175,0.9624894292454286,0.0001205689734671278,AWAR;AIBR;AUAR,AWCR,66,2023-03-07-01,2023-01-09-15,AUAR,True,True,False,False
-0.330429973858;-0.0406919949318;-0.0646632909746,0.7398952133816727,0.5547269927786269,0.4094652395239151,0.45015723445571804,4,AVHL,0.928173905185;0.951157415787;0.92473411763,0.04464748552438702,0.03469312362067867,0.9693816031548069,0.018224187367433697,ASGL;ASEL;AWBL,AVHL,77,2023-03-07-01,2023-01-09-15,AVJL,False,False,True,False
0.0389945272902;0.568795610187;0.410569325099,0.4873947588909541,0.18693613198905779,0.5263892861811236,-0.04240632400569744,4,AIBR,0.965539012733;0.899717167493;0.947380698246,0.05146381699290947,0.013635358328916714,0.951180984486107,-0.014358028246671983,AWAR;AVER;AWCR,AIBR,86,2023-03-07-01,2023-01-09-15,RIMR,False,False,False,False
0.325627885022;0.0739816862969;0.201216932443,0.23316576717159399,-0.1078133834038615,0.09246211785008891,-0.23316576717159399,4,URYVR,0.867925287529;0.921957840053;0.889549016598,0.030364163638192387,0.005145403107759017,0.8982894511675786,-0.023668388884977687,IL1R;URBR;OLLR,URYVR,90,2023-03-07-01,2023-01-09-15,OLQVR,False,False,False,False
0.311508340825;0.0228720118515;-0.545608936652,1.0987617185370748,0.6235623098769154,0.5531527818851633,0.24164444106002553,4,URBL,0.882292250801;0.812858997411;0.887551613605,0.052095072807031295,0.0040531162790446995,0.8649540702184458,-0.02259754338702491,IL1L;OLQVL;URYVL,URBL,94,2023-03-07-01,2023-01-09-15,IL1L,True,False,True,False
0.450009748432;0.171008356877;-0.487495938981,1.1053990107855745,0.573395683028278,0.6179030718041241,0.16789332337240132,4,ASGL,0.937930810888;0.944209274832;0.971619786364,0.02198061825216957,-0.001614122582416333,0.9496391681121542,-0.02198061825216957,AWBR;AWBL;AVHL,ASGL,95,2023-03-07-01,2023-01-09-15,ASEL,False,False,True,False
-0.0365938015605;0.184996329743;-0.113726306528,0.4216604017001898,0.2963753546208549,0.3079340951722271,0.12293776542969684,4,NSML,0.97146304677;0.962991433212;0.952970880399,0.019896492941336663,0.010392253213308167,0.9728673733402566,0.0014043265704657415,I2L;IL2DL;M3L,NSML,98,2023-03-07-01,2023-01-09-15,M3L,True,False,True,False
0.504320741989;0.589400175196;-0.0610023637579,0.46622575765468666,0.06098387608789996,0.40522339389676076,-0.184176781298929,4,AWBL,0.917013509245;0.928969163922;0.964236329072,0.028877473935737363,-0.0013808122767465791,0.9353588551363281,-0.028877473935737363,AWBR;ASGL;ASEL,AWBL,103,2023-03-07-01,2023-01-09-15,ASEL,True,False,False,False
-0.101074933694;0.419524656123;-0.204941864184,0.366984004270725,0.12420618733858055,0.16204214008698206,-0.2574825160361862,4,IL2DL,0.963104317814;0.942601070009;0.934305571053,0.028422746416738254,0.01605799784484596,0.9627283174701229,-0.0003760003435528958,M3L;NSML;I2L,IL2DL,112,2023-03-07-01,2023-01-09-15,URADL,False,False,False,False
0.524499823679;0.616035826612;0.44789528908,0.1650985984950744,0.08351690778482734,0.6129938875748228,-0.003041939036862007,4,AVER,0.949541620825;0.937540340434;0.95012133134,0.023337844189253887,0.01514375375669752,0.960878184622858,0.010756853283079182,AIBR;AVAR;AWCR,AVER,115,2023-03-07-01,2023-01-09-15,AIBR,True,False,False,False
-0.0775402183779;0.252986813538;-0.233541175946,0.7867086725048958,0.5725323568210777,0.5531674965592586,0.3001806830211752,4,CEPDL,0.946617520818;0.952062923792;0.946449264026,0.0077925724617441405,0.005865266942754799,0.954241836488194,0.0021789126961795358,SMDVL;URXL;RIAL,CEPDL,121,2023-03-07-01,2023-01-09-15,SMDVL,True,True,True,True
0.337593947514;0.609847798287;0.320915688178,0.2920231089868852,-0.10496112202629665,0.3178246893002541,-0.2920231089868852,4,OLQVR,0.919061501428;0.893149690124;0.901773525651,0.04681474524794316,0.03530286297087659,0.9399644353718156,0.02090293394370779,RMER;CEPVR;CEPVL,OLQVR,125,2023-03-07-01,2023-01-09-15,IL1VR,False,False,False,False
0.396131276717;-0.100266137794;0.346656927708,0.33213621565840873,0.017696055654297466,0.23187007786484282,-0.1642611988523891,4,AQR,0.947256219747;0.939013307593;0.941136358211,0.020819129060887898,0.01736380813716376,0.9598324366542962,0.01257621690734445,VB02;ADAL;ADEL,AQR,126,2023-03-07-01,2023-01-09-15,ADAR,False,False,False,False
0.0893630555682;-0.186452805206;-0.584695931718,0.8160345758953902,0.4586005379623969,0.23133864417705732,0.14197558860889925,4,RIAL,0.905466019066;0.915672922539;0.905856419909,0.02708700656731433,0.02355457179495446,0.9325530256328347,0.016880103093748433,SMDVL;URXL;CEPDL,RIAL,127,2023-03-07-01,2023-01-09-15,AVAL,False,False,True,False
0.317100026714;-0.0710754323513;0.465072022909,0.4641927535589731,0.1560851154505186,0.3931173212076573,-0.07195470170099338,4,FLPL,0.95288126826;0.960783484735;0.943394626803,0.02254133977943884,0.013582839983095285,0.9659359665822275,0.005152481847241264,ADEL;RICL;AVL,FLPL,136,2023-03-07-01,2023-01-09-15,M5,False,False,False,False
-0.0587615845593;0.0769957100444;0.127896650248,0.2043058753229555,0.09683403218588862,0.14554429076370312,0.017647640515371626,4,AWBR,0.838367173597;0.823871396083;0.705519567625,0.10861547508446501,0.024882330274479836,0.8141350427094757,-0.024232130887996806,ASGL;AWBL;SMDVL,AWBR,137,2023-03-07-01,2023-01-09-15,AVDR,False,False,True,False
-0.44391673202;0.0916473878645;0.340595689928,0.6619861395657309,0.2219606256212961,0.21806940754532286,-0.12252628238269556,4,SMDVL,0.946452271684;0.951521744247;0.911827538815,0.032776240573500925,0.008003261139799545,0.9446037793884741,-0.00691796485851548,CEPDL;RIAL;AWBR,SMDVL,139,2023-03-07-01,2023-01-09-15,RIAL,True,False,False,False
0.356043671764;0.250300593391;-0.436231122604,0.5107677584402613,-0.21142846752640898,-0.15472408667603563,-0.5107677584402613,4,RMEV,0.826142321147;0.641872568726;0.854446308559,0.2266813994942366,0.0944002354098461,0.8685539682205611,0.014107659662045968,CEPVR;CEPVL;AVAL,RMEV,144,2023-03-07-01,2023-01-09-15,RIH,False,False,False,False
-0.268318748352;-0.0326200180189;-0.0973823841343,0.16827140390542578,0.03272637238835356,-0.10004734444679304,-0.06742732642787344,4,AWCL,0.938304371804;0.955636047207;0.949834828161,0.018781581608935283,0.009160871022565908,0.9570859534133317,0.001449906206780316,AUAL;ASEL;AWBL,AWCL,146,2023-03-07-01,2023-01-09-15,AIBL,False,False,False,False
0.515070932763;-0.0310740648806;0.55137480915,0.6499066871353021,0.27370872991046363,0.6188326222547121,0.06745781310450571,4,ASGR,0.851110277273;0.932429136672;0.780265720839,0.13461109324366816,0.06027510248826595,0.9148768140827152,-0.01755232258896411,AVER;AWAR;AVAR,ASGR,147,2023-03-07-01,2023-01-09-15,AINR,False,False,True,False
0.668162027775;0.639337163592;0.555591056091,0.17075909668639966,0.10532007029166646,0.7263501527774134,0.05818812500284054,4,NSML,0.96493449258;0.964015867849;0.940171490473,0.024733266424104228,0.00853080659629335,0.9649047568970397,-2.9735683230391885e-05,I2L;MCL;M3L,NSML,5,2022-06-14-13,2023-01-23-15,IL2VL,False,False,True,False
0.146489600025;0.359296857966;-0.0581884838776,0.6833797277579114,0.4759919191756955,0.625191243880325,0.26589438591389974,4,RIVL,0.952146991635;0.958140661043;0.926056659022,0.016737592268791568,-0.0026538526089905368,0.9427942512909345,-0.015346409751625156,ASGL;AVJL;AWAL,RIVL,11,2022-06-14-13,2023-01-23-15,AVJL,True,False,True,False
0.72883760768;0.538185092175;0.246661661268,0.2468589903141284,-0.02258283634195213,0.4819786173657816,-0.2468589903141284,4,URXR,0.923822424479;0.919337340496;0.897061713098,0.03515323925763292,0.0188077929980488,0.9322149523556424,0.008392527876388223,RID;CEPDR;URXL,URXR,21,2022-06-14-13,2023-01-23-15,RID,True,False,False,False
-0.698082496512;0.767134728025;0.70767809864,1.4844128240903713,0.5274202175278284,0.7863303275787908,0.019195599554284848,4,RICR,0.942196040155;0.94363925603;0.925580956865,0.031796612096743226,0.02023881794543425,0.957377568962068,0.013738312932448316,AIZR;AVL;AIMR,RICR,24,2022-06-14-13,2023-01-23-15,ADER,False,False,True,False
0.663562189011;0.667822758873;0.584943328465,0.13245375054654152,0.07862098689501451,0.7173970790114138,0.04957432013815544,4,I2L,0.961207095425;0.962547723847;0.932406930727,0.03361966528610982,0.013972679346264671,0.9660265960127735,0.003478872165308733,NSML;MCL;M3L,I2L,27,2022-06-14-13,2023-01-23-15,IL2VL,False,False,True,False
0.597311468124;0.631326965957;0.390885272913,0.39587032966441055,0.24691436691246316,0.7867556025770108,0.155428636620369,4,RID,0.914199040804;0.887538598375;0.883931038956,0.04571645442851924,0.034424600673010564,0.929647493384566,0.015448452580770766,URXR;CEPDR;URXL,RID,32,2022-06-14-13,2023-01-23-15,CEPDL,False,False,True,False
0.400067063312;0.385163075327;0.497254545458,0.402869768957258,0.36053794958569013,0.7880328442847347,0.2907782988268127,4,URYVL,0.912395176707;0.900008167993;0.910378622934,0.017162319830727135,0.009576498612416162,0.9171704878239031,0.004775311116920422,URBL;IL1L;OLLL,URYVL,35,2022-06-14-13,2023-01-23-15,CEPVL,False,False,True,False
0.771649017458;-0.453051465039;0.724502808796,1.1890191637672576,0.3882675783233744,0.7359676987284538,-0.035681318729183675,4,AIBR,0.872925048459;0.88041617061;0.87310255498,0.04465636434003939,0.042100154782517274,0.9175814127986002,0.03716524218862416,AVER;AVDR;AIBL,AIBR,36,2022-06-14-13,2023-01-23-15,AWAR,False,False,False,False
0.450158494048;-0.581964081426;0.416718264606,1.209541558091552,0.5326065842562364,0.6275774766654454,0.17741898261733569,4,RMDVL,0.887066685425;0.891542985733;0.846096688587,0.05138845026319383,0.022583018935598886,0.8974851388506898,0.005942153117417193,AVAL;SAAVL;AVEL,RMDVL,37,2022-06-14-13,2023-01-23-15,RMDL,False,False,True,False
0.306959855939;0.212597454485;0.199613895962,0.60908717933359,0.5689773398340418,0.8087010752958881,0.5017412193572004,4,URYDL,0.92698662633;0.920548566622;0.923411179394,0.01976970762643171,0.016669483466115742,0.9403182742484247,0.013331647917966816,OLLL;URBL;IL1L,URYDL,38,2022-06-14-13,2023-01-23-15,RMEL,False,False,True,False
