candidate_identity,mode,n_common_anchors,query_identity,query_record,reference_record,similarity
AVJR,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.10191547515893606
AIZL,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.1050104074312135
RIBL,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.13500687353235044
ASEL,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.13208318664876878
AVDR,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.12160692044231283
AVDL,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.13985346141012467
AVJL,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.12124296157831624
RIVR,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.14615305855730712
AIZR,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.16998952621813493
AUAR,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.23873419347117786
AUAL,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.21984846335413447
RICR,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.2121972775569494
RICL,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.2698184101861478
M5,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.2914201105820069
AIML,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.9081979750066049
AIMR,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.3481209730750776
FLPL,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.3400578175153919
ADEL,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.3354819410424633
VB02,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.37104128429234223
ADAL,Geometry,82,I3,2022-08-02-01,2022-06-14-13,-0.3385599768435707
I1R,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3297098575358553
IL2DL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3452945555843102
I2R,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.33227762042572523
I3,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.343431339481939
NSMR,Geometry,83,NSMR,2022-08-02-01,2022-06-14-13,0.3369414529109219
I2L,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.32888842703388516
MCL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3317703314402988
NSML,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.33087798330203766
M4,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3478354046746577
M3R,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3412626569764288
M3L,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3368958131468494
IL2VL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3327623143235204
IL1R,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3426682677732292
OLLL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.33972312003936483
IL2L,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.33701534907766906
URBR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.338521623216465
OLLR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.33886716937675415
IL1DL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3389193759599318
IL1DR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.33678860442142566
URYVR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3309304547885294
IL2R,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3261833656796151
URYDL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.33360659045133406
IL1L,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.32898828179999984
URBL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3225805796276164
OLQDR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.31741467091078207
OLQDL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.31833040654417194
RMER,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3136130350439551
OLQVR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.31008932243258835
URYVL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.3111289757122101
RMED,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.28479290034465204
RMEL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.2834693633065301
CEPVR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.27516147621765463
OLQVL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.2750338479605861
CEPVL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.22609984692340096
SAAVR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.21336347532005392
RID,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.20724417598610903
SMDVR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.17694057075640277
URXR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.17226687262868134
RIAR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.17386553862120308
AVAR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.17015284807909334
SAAVL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.1834817941205923
CEPDR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.16003255380683007
URXL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.16254511615400072
CEPDL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.1463089745948711
SMDDR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.12908414804472879
RMEV,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.129232210943133
RIAL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.13676329361823097
AVER,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.11466570733158625
AWAR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.08171534027332553
SMDVL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.09255585850665486
AVAL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.08112567369587019
RMDL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.04530332279155166
AIBR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.03646543572053028
ASGR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,0.018215819746072223
AVL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.02419905324167604
AVEL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.0032378504759606485
ASGL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.025693053484418357
ASHL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.050958236903355436
AIBL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.055461611203878554
AVHL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.0787495411283513
AWBL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.08948266324195152
RIVL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.0722872010415791
AWCL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.10368210156075937
SMDDL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.1379622362335138
AVJR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.10273153162680598
AIZL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.10951633198536057
RIBL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.137284396415223
ASEL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.13526826575655754
AVDR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.12182082114005348
AVDL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.14314911652471304
AVJL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.12589286431980157
RIVR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.1467170348185386
AIZR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.1695007811846554
AUAR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.23879118432562116
AUAL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.22156943689901057
RICR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.21099843400573515
RICL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.2710408504346864
M5,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.29240822638257424
AIML,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.9078165177744961
AIMR,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.34552222271718186
FLPL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.3400695850357605
ADEL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.3352203804416202
VB02,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.3688973930892218
ADAL,Geometry,82,NSMR,2022-08-02-01,2022-06-14-13,-0.33794337718812356
I1R,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3325948004005033
IL2DL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.348906884353918
I2R,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3342428715589729
I3,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3464741579001713
NSMR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.33655207809670956
I2L,Geometry,83,I2L,2022-08-02-01,2022-06-14-13,0.3357075245022569
MCL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.33572631956653665
NSML,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3346655084073015
M4,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.35057806646126605
M3R,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3427959139605971
M3L,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3402737156363926
IL2VL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3356003227526578
IL1R,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3417076078569229
OLLL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3417597831352663
IL2L,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3395224008043409
URBR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3368370133507018
OLLR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.33729333698341096
IL1DL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3400001873738102
IL1DR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3358980811125651
URYVR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.32961898436655623
IL2R,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.32491100094832565
URYDL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3349580071964689
IL1L,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.33103508750452143
URBL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.32432219348590563
OLQDR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3155844807331659
OLQDL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3181747869840984
RMER,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.31052528655106215
OLQVR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3072125199573567
URYVL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.3115749683529639
RMED,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.28251295092048273
RMEL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.28397972589185455
CEPVR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.2720919257108308
OLQVL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.27412755772424774
CEPVL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.22350489139780574
SAAVR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.20815630708899296
RID,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.2041570206602946
SMDVR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.17123029743400753
URXR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.16736353387302824
RIAR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.1687571497319276
AVAR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.1641144311983796
SAAVL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.18226012680105125
CEPDR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.15458153511131034
URXL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.15968806023705812
CEPDL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.1442903594696289
SMDDR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.12370235449409282
RMEV,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.12480077012520435
RIAL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.135146352166045
AVER,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.10834802342058082
AWAR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.07495988754296996
SMDVL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.09098367626607555
AVAL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.07980537241752231
RMDL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.043570894575665396
AIBR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.029349971240927922
ASGR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,0.011192300772658552
AVL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.03103157723998217
AVEL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.0052906097319530745
ASGL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.026907846197090652
ASHL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.05145540048307452
AIBL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.06063732297852569
AVHL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.08019102540726636
AWBL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.09084405878580722
RIVL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.07418158831064287
AWCL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.10453120508004744
SMDDL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.14146055091093063
AVJR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.11119024077048363
AIZL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.11076264585692629
RIBL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.13974141248649397
ASEL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.13651635519347466
AVDR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.13053498640628397
AVDL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.14453364672997868
AVJL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.12782070642106097
RIVR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.15489008683896674
AIZR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.17837121048490837
AUAR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.24229979068216106
AUAL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.22324723392730542
RICR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.21959960241917756
RICL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.27317062464555375
M5,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.2953044464051218
AIML,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.9134130026462675
AIMR,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.3518826353406399
FLPL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.3426718606976892
ADEL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.33805533179700814
VB02,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.37312852261936863
ADAL,Geometry,82,I2L,2022-08-02-01,2022-06-14-13,-0.34075578824311603
I1R,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3341923070052289
IL2DL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.35037497174097
I2R,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3358115795456952
I3,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3479870284524193
NSMR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3381451747976142
I2L,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3343621479154871
MCL,Geometry,83,MCL,2022-08-02-01,2022-06-14-13,0.3393569289193998
NSML,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3361646712261037
M4,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.35224226831429556
M3R,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.34456600916036706
M3L,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.34160347075644554
IL2VL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3370454755511859
IL1R,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3438936404383484
OLLL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3432079221828602
IL2L,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.340874844527396
URBR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.33907675054683584
OLLR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.33948277781684294
IL1DL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3415597281503916
IL1DR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3378348353887816
URYVR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3316568767121437
IL2R,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.32684457318609894
URYDL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.33636580696419627
IL1L,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3323025408141894
URBL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.325475578187658
OLQDR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3173544014643173
OLQDL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3195546553045528
RMER,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3125844055537133
OLQVR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3092242035489885
URYVL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.3128442708477281
RMED,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.28388872085902017
RMEL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.2846724493289745
CEPVR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.2736374065915895
OLQVL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.27512659526398386
CEPVL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.22437867156687358
SAAVR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.2095761406003373
RID,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.20500184917753705
SMDVR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.17258419379215176
URXR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.1684778196402293
RIAR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.16990663172797907
AVAR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.16545667485873775
SAAVL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.18238756546349794
CEPDR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.1557599662061478
URXL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.16017420932822515
CEPDL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.14445572032091222
SMDDR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.12461065021120839
RMEV,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.12543255942013373
RIAL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.13510465337346853
AVER,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.1094082309016203
AWAR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.07611392656914717
SMDVL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.09078098215702302
AVAL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.07939191353605825
RMDL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.043128534610478456
AIBR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.030361779964958722
ASGR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,0.012181816787830133
AVL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.03029767782166776
AVEL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.00581455873650991
ASGL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.02764797191308833
ASHL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.05245158253334458
AIBL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.06018677172433403
AVHL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.08103149576266344
AWBL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.09176772429613744
RIVL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.07478478681006577
AWCL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.10557114479890381
SMDDL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.141874139433466
AVJR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.11004486749704694
AIZL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.11164589746054743
RIBL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.14047417358761666
ASEL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.13754104686362784
AVDR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.1293699260024793
AVDL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.14552380721129468
AVJL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.12849120443459472
RIVR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.15391100542850597
AIZR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.17723851237704796
AUAR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.2428705778123759
AUAL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.22425701719975885
RICR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.2186425464736896
RICL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.27410358170154897
M5,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.2960877059457811
AIML,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.9144263624999839
AIMR,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.3518004164860855
FLPL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.34361569331278957
ADEL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.3389791027580322
VB02,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.37376154121187033
ADAL,Geometry,82,MCL,2022-08-02-01,2022-06-14-13,-0.34172439743652677
I1R,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3286179134186382
IL2DL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.34497591839827907
I2R,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.33025095659979914
I3,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.34290995527736035
NSMR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.33263006008254203
I2L,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3291764616360187
MCL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.33195017184284625
NSML,Geometry,83,NSML,2022-08-02-01,2022-06-14-13,0.33365396187427887
M4,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3473739885655832
M3R,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3393862234823436
M3L,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3371094395106142
IL2VL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3327865421636669
IL1R,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.33933343577699326
OLLL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3399053590094149
IL2L,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.33762975139816553
URBR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.33482825339796407
OLLR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.33545422575105277
IL1DL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3384388166200682
IL1DR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3343442799558359
URYVR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3277333352564372
IL2R,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3230740958497955
URYDL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3336026385359853
IL1L,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3294694080060506
URBL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3231489543021066
OLQDR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3146518702587681
OLQDL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3173888038838106
RMER,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3093873766510865
OLQVR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3059706202041527
URYVL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.3104883361886082
RMED,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.28236098213979677
RMEL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.2838308045838839
CEPVR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.2715218710825674
OLQVL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.2738379033177408
CEPVL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.2239045554185867
SAAVR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.20900428193822193
RID,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.2053762604428939
SMDVR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.1726974899267973
URXR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.16903012894702568
RIAR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.17035711108154275
AVAR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.16557318358468437
SAAVL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.18388977744154195
CEPDR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.1563690388675541
URXL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.16165789656269192
CEPDL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.14654653329430872
SMDDR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.12547751703575438
RMEV,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.1266424261899862
RIAL,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.13749914542532993
AVER,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.11069463455777072
AWAR,Geometry,82,NSML,2022-08-02-01,2022-06-14-13,0.07793293212059496
